dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",082345144596461769-1781870627461-1,"Hax.or targets the website of Tenttech
 The group claimsto have targets the website of Tenttech
Event Category: Defacement",https://t.me/ctifeeds/131072,Hax.or hacking group defaces Tenttech website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"237 AL-179, Boaz, AL 35957, USA",United States of America,"34.1889931,-86.1887491",Hax.or hacking group defaces Tenttech website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",856656854178542769625748-1781791030243-1,"EXADOS targets the website of Niramit Holidays & Business Travel Co.,Ltd
 The group claims to have defaced the website of Niramit Holidays & Business Travel Co.,Ltd.
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,"Exados hacking group defaces Niramit Holidays and Business Travel Co.,Ltd website: Local Source.","Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"Soi Mu Ban Noble Geo Watcharaphon, Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10220, Thailand",Thailand,"13.8709518,100.6547643","Exados hacking group defaced the website of Niramit Holidays and Business Travel Co.,Ltd on June 18, 2026."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",02811743458895200132-1781766218491-1,"ZxS3C targets the website of Navamintrachinutit Suankularb Wittayalai Pathum Thani School
 The Group claims to have defaced the website of Navamintrachinutit Suankularb Wittayalai Pathum Thani School.
Event Category: Defacement",https://t.me/ZxS3xx/550,ZxS3C hacking group defaces Navamintrachinutit Suankularb Wittayalai Pathum Thani School website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"9, Tambon Phut Udom, Amphoe Lam Luk Ka, Chang Wat Pathum Thani 12150, Thailand",Thailand,"13.9637499,100.8828067","ZxS3C hacking group defaced the website of Navamintrachinutit Suankularb Wittayalai Pathum Thani School on June 18, 2026."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",344092922241811431262-1781870434651-1,"Hax.or targets the website of Yüksekte Çalışma Eğitimi
 The group claims to have defaced the website of Yüksekte Çalışma Eğitimi
Event Category: Defacement",https://t.me/ctifeeds/131071,Hax.or hacking group defaces Yuksekte Calısma Egitimi website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,"Hax.or targets the website of Yüksekte Çalışma Eğitimi
 The group claims to have defaced the website of  Working at Heights Training
Event Category: Defacement",dgm_falconfeeds_defacement,tg,chatter,No,"İzmir, Türkiye",Turkey,"38.423734,27.142826","Hax.or hacking group defaced the Yuksekte Calısma Egitimi website on June 19, 2026."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",70238934161595359-1781841210387-1,"Team Hazardous Pakistan targets the website of Ecodians
 The threat actor claims to have defaced the website of Ecodians.",https://defacer.id/mirror/id/364467,Team Hazardous Pakistan hacking group defaces Ecodians website: Blog.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,defacerid,blog,No,"Kozhikode, Kerala, India",India,"11.2488425,75.783921",Pakistan's Team Hazardous hacking group defaced the website of Ecodians.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",0332730040559931904916-1781840550586-1,"Team Hazardous Pakistan targets the website of IETE Kozhikode Sub Centre
 The threat actor claims to have defaced the website of IETE Kozhikode Sub Centre.",https://defacer.id/mirror/id/364465,Team Hazardous Pakistan hacking group defaces Iete Kozhikode Sub Centre website: Blog.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,defacerid,blog,No,"Nadakkavu - Mini Bypass Rd, Kozhikode, Kerala 673006, India",India,"11.2760059,75.7827401",Team Hazardous Pakistan hacking group defaces Iete Kozhikode Sub Centre website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",69033584155964919495-1781836305379-1,"Team Hazardous Pakistan targets the website of Calicut Chamber of Commerce & Industry
 Group claims to have defaced the website of Calicut Chamber of Commerce & Industry .",https://defacer.id/mirror/id/364463,Team Hazardous Pakistan hacking group defaces Calicut Chamber of Commerce and Industry website: Blog.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,defacerid,blog,No,"183, Calicut Rd, Markazudaawa, Palayam, Kozhikode, Kerala 673002, India",India,"11.2475311,75.7844655",Team Hazardous Pakistan hacking group defaces Calicut Chamber of Commerce and Industry website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",396065542595451990103-1781787714627-1,"EXADOS targets the website of NICE TRIP
 The group claims to have defaced the website of NICE TRIP
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,Exados hacking group defaces Nice Trip website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","Exados hacking group defaces Nice Trip website, according to a local source."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",75664777475347749-1781788326218-1,"EXADOS targets the website of Happy Korea
 The group claims to have defaced the website of Happy Korea
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,Exados hacking group defaces Happy Korea website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"Qazybek Bi St 194/1, Shymkent 160000, Kazakhstan",Kazakhstan,"42.3411063,69.6139326",Exados hacking group defaces Happy Korea website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",5490525619408108412035-1781829031977-1,"BABAYO EROR SYSTEM targets the website of KDB Public School
 Group claims to have defaced the website of KDB Public School.
Event Category: Defacement",https://t.me/BabayoErorSytem1/1411,Babayo Eror System hacking group defaces Kdb Public School website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"Kavi Nagar, Ghaziabad, Uttar Pradesh 201002, India",India,"28.6673204,77.4500042","Babayo Eror System hacking group defaced the website of Kdb Public School, according to a local source."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",82587408313901808-1781790452855-1,"EXADOS targets the website of iStyle Traveler
 The group claims to have defaced the website of iStyle Traveler
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,Exados hacking group defaces Istyle Traveler website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"9 69 Bang Waek Rd, Khwaeng Bang Waek, Khet Phasi Charoen, Krung Thep Maha Nakhon 10160, Thailand",Thailand,"13.7364046,100.4345416",Exados hacking group defaces Istyle Traveler website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",165746964008045661043-1781788006591-1,"EXADOS targets the website of WORLD STAR HOLIDAY
 The group claims to have defaced the website of WORLD STAR HOLIDAY
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,Exados hacking group defaces World Star Holiday website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"2155 Kalākaua Ave #603, Honolulu, HI 96815, USA",United States of America,"21.2804015,-157.8304784",Exados hacking group defaces World Star Holiday website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",630647528280132266993-1781772121204-1,"ZxS3C targets the website of Nakhon Pathom Technical College
 The Group claims to have defaced the website of Nakhon Pathom Technical College.
Event Category: Defacement",https://t.me/ZxS3xx/552,ZxS3C hacking group defaces Nakhon Pathom Technical College website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"Sanam Chan Sub-district, Mueang Nakhon Pathom District, Nakhon Pathom 73000, Thailand",Thailand,"13.799985,100.0486364","ZxS3C hacking group defaced the website of Nakhon Pathom Technical College, according to local sources."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",100859845923694424-1781790673229-1,"EXADOS targets the website of InnoAce Co., Ltd
 The group claims to have defaced the website of InnoAce Co., Ltd
Event Category: Defacement",https://t.me/EXA_DOS_KH/311,"Exados hacking group defaces Innoace Co., Ltd website: Local Source.","Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"720-4 Yeoksam-dong, Gangnam District, Seoul, South Korea",South Korea,"37.5020258,127.042137","Exados hacking group defaced the website of Innoace Co., Ltd."
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",3320228444912062142815845-1781817954666-1,"CYBER DARK ECHO targets the website of Altra Ottica Store
 The group claims to have defaced the website of Altra Ottica Store.
Event Category: Defacement",https://t.me/Cyber_Dark_Echo_V2/153,Cyber Dark Echo hacking group defaces Altra Ottica Store website: Local Source.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,tg,chatter,No,"V. Bozzone, 123, 54100 Marina di Massa MS, Italy",Italy,"44.0322205,10.0797566",Cyber Dark Echo hacking group defaces Altra Ottica Store website.
"ESDC - Cyber - Defacement, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3",02267648882967939-1781840326030-1,"Team Hazardous Pakistan targets the website of Freedom Charitable Trust
 The threat actor claims to have defaced the website of Freedom Charitable Trust.",https://defacer.id/mirror/id/364466,Team Hazardous Pakistan hacking group defaces Freedom Charitable Trust website: Blog.,"Cyber - Defacement - Attack Vector, Cyber - Hacktivists - Threat Actors",4,Signal,,dgm_falconfeeds_defacement,defacerid,blog,No,"Freedom, NH, USA",United States of America,"43.8135588,-71.0360641",Team Hazardous Pakistan hacking group defaces Freedom Charitable Trust website.
"ESDC - Cyber - Doxxing & Leaked Credentials, ESDC - Cyber - Legal Action, ESDC - Cyber - Malware, ESDC - Cyber - Ransomware, ESDC - Cybersecurity - Cyberattacks, ESDC - Data Security, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 2, ESDc - Cyber - Malware 3",24555863308733654911781790583743-1781790583743-1,"International law enforcement initiate hunt on malware group SocGholish
Published on:
18 June 2026
Last update
1 hour ago
Place name:
The Hague
In Operation Endgame, a major operation this week disrupted a key infection chain used by cybercriminals. Within an international cooperation, 14.971 websites infected with SocGholish malware were remediated. This malware is used by a criminal group that plays a pivotal role in international cybercrime, namely: Evil Corp.


SocGholish exploits hacked legitimate WordPress sites to spread malware to visitors, with the aim of gaining unauthorized access to their computer systems. WordPress is the world’s most widely used platform for building websites. According to WordPress, more than 43% of all websites on the internet are powered by WordPress. The login credentials of 1.4 million websites have been leaked. That means these sites are vulnerable to malware infection. About 14.971 sites that provide everyday services have been infected with this malware. This includes websites of restaurants or auto‑garages.

Maikel Rollman, National High Tech Crime Unit: 'With these actions we deprive cybercriminals of access to infected computer systems. This prevents further damage to the digital systems of citizens, businesses and organizations worldwide and limits the spread of malware. It also reduces the risk that these systems are used for cyber‑attacks on critical infrastructure and other essential societal processes. This marks the beginning of further action against SocGholish.'

14.971 websites remediated and disruption of the SocGholish botnet
In the past few days, the Netherlands (NHCTU), Canada (RCMP), the United States (FBI) and Germany (BKA), with support from Europol and Eurojust, delivered a major blow to SocGholish’s criminal infrastructure during a joint action week.

Worldwide, 106 servers and domains were taken down. 14.971 websites have been remediated. In addition, the following actions were carried out:

Cleaning infected WordPress sites and victim notification, urging previously infected WordPress owners to update their sites and change their login credentials.
Disabling the SocGholish botnet by taking over domain names and taking servers offline.
Victim notification for owners of WordPress sites whose leaked login credentials were identified by the police, via HaveIBeenPwned, DIVD, Spamhaus, CheckjeHack, NoMoreLeaks, The Shadowserver Foundation and NCSC (Netherlands).
Call to all WordPress website owners
The Dutch police have removed backdoors and malware from the infected WordPress sites. The owners of these sites have been informed. They are urged to:

change their login credentials;
enable multi‑factor authentication;
delete any unknown additional WordPress accounts;
keep their WordPress site up‑to‑date in the future.
Do you also have a WordPress website? Prevent yourself from becoming a victim in the future by applying these security steps.

Prevent your computer from being infected by SocGholish malware
SocGholish is also known as ‘FakeUpdates’. Its malware is distributed via fake software updates, for example for internet browsers. When someone installs a fake update, the malware opens a connection to the hackers, who subsequently gain access to the computer system. Whit this so-called initial access, even more dangerous software can then be installed.

Tips to prevent infection:

Never trust pop‑ups that appear in your browser.
Do not trust updates that are overly flashy and scream for immediate action.
Ensure your virus scanner is updated and leave it enabled during the installation of new software.
A genuine update always comes from the official source, for example via your system settings or the app store.
SocGholish malware and Evil Corp
SocGholish has been a constant threat since 2017 and is used to install malware on users, including various ransomware strains that have been employed to attack critical infrastructures. This has resulted in many victims. This is primarily done by hacking websites built with WordPress and infecting them with malware.

SocGholish is linked to the Russian cybercriminal group Evil Corp. This group has previously been responsible for Zeus and Dridex malware and is also associated with several large‑scale ransomware and money‑laundering operations.

About Operation Endgame
These actions are part of Operation Endgame. Launched in 2024, Operation Endgame is the largest international operation ever undertaken to combat ransomware and cybercrime worldwide. Operation Endgame brings together law enforcement and judicial authorities from The Netherlands, Germany, Denmark, the United States, Australia, France, Belgium, the United Kingdom and Canada, with support from Europol and Eurojust. Together, they work in close coordination across borders to disrupt cybercriminal networks.

Private parties are also closely involved in Operation Endgame. 'The investigative services and the cybersecurity sector need each other greatly to make the digital world as safe as possible and to keep it that way,' says Maikel Rollman (NHTCU). 'That is why we work intensively together with public and private parties. Operation Endgame is a good example and we will continue to work this way in the future.'

",https://www.politie.nl/en/news/2026/juni/18/11-international-law-enforcement-initiate-hunt-on-malware-group-socgholish.html,International law enforcement disrupts SocGholish malware used by Russian Evil Corp hacking group infecting thousands WordPress sites worldwide: Emergency Responder.,"+ Data Security, Cyber - Hacktivists - Threat Actors, Cyber - Legal Action - Legal and Policy, Cyber - Malware - Attack Vector, Cyber - Ransomware - Threat Actors, Cyberattacks",1,Global Urgent,,,netherlands police,emergency,Yes,Netherlands,Netherlands,"52.132633,5.291266","International law enforcement has disrupted SocGholish malware used by Russian hacking group Evil Corp, which infected thousands of WordPress sites worldwide."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Internet of Things, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacking Services 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",461853004097862173610-1781804401517-1,"Alleged access to unidentified CCTV cameras in Netherlands
 The group claims to have gained unauthorized access to an unidentified CCTV cameras in Netherlands.
Event Category: Initial Access",https://t.me/zpentest_fucknato/1376,Z-Pentest hacking group allegedly gains unauthorized access to unidentified CCTV cameras in Netherlands: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Internet of Things - Cyber-Physical, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"West-Nederland, Netherlands",Netherlands,"52.132633,5.291266",Z-Pentest hacking group allegedly gains unauthorized access to unidentified CCTV cameras in Netherlands.
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDC - Leisure - Hotels, Resorts, & Cruises, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Industry Threats - Banking & Financial Services, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",5624141499898888020766618-1781758752727-1,"Alleged leak of login access to Sukhothai Thammathirat Open University (STOU) in Thailand
 The group claims to gained login access to Sukhothai Thammathirat Open University (STOU) in Thailand.
Event Category: Initial Access",https://t.me/ZxS3xx/548,ZxS3C hacking group allegedly gained login access to Sukhothai Thammathirat Open University (STOU) in Thailand: Local Source.,"+ Cyber - Banking & Financial Services - Industry Threats, + Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Remote Access & Management Systems - Vulnerabilities, Financials - Diversified Banks & Asset Management, Leisure - Hotels, Resorts, & Cruises",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,Yes,"Moo 9, Tambon Tha It, Amphoe Pak Kret, Chang Wat Nonthaburi 11120, Thailand",Thailand,"13.8927129,100.4755845",ZxS3C hacking group allegedly gained login access to Sukhothai Thammathirat Open University in Thailand.
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacking Services 2, ESDc - Cyber - Hacking Services 3, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Industrial Control Systems and Operational Technology 2, ESDc - Cyber - Industrial Control Systems and Operational Technology 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",984697894491573100876-1781817010025-1,"Alleged data leak of unidentified industrial system in USA
 The group claims to have compromised an unidentified industrial control system in the United States, gaining access to a Modbus-based environment and extracting operational data while modifying 200 control registers, 200 sensor registers, 104 command coils, and 104 status inputs, allegedly enabling the disruption of system functions and operational processes.
Event Category: Initial Access",https://t.me/Legion_Offlcial/842,"Legion hacking group allegedly compromises unidentified industrial control system in the United States, gaining access to Modbus-based environment and extracting operational data while modifying 200 control registers, 200 sensor registers, 104 command coils, and 104 status inputs, enabling disruption of system functions and operational processes: Local Source.","+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Industrial Control Systems and Operational Technology - Cyber-Physical, Cyber - Initial Access Threats, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"San Francisco, CA, USA",United States of America,"37.7749295,-122.4194155","The Legion hacking group allegedly breached an unidentified US industrial control system, accessing a Modbus-based environment, extracting operational data, and modifying 608 system components, potentially disrupting system functions and processes."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Industry Threats - Industrials & Manufacturing, ESDc - Industry Threats - Transportation, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",344403415033135386-1781817794434-1,"Alleged Sale of Unauthorized Web Shell Access to ABL Freight Logistics Sdn. Bhd.
 The group claims to be selling unauthorized web shell access to ABL Freight Logistics Sdn. Bhd.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,DeepCore Network hacking group allegedly selling unauthorized web shell access to ABL Freight Logistics Sdn. Bhd: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Industrials & Manufacturing - Industry Threats, + Cyber - Transportation - Industry Threats, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"phase 1, 45-53 Sha Tsui Rd, Chai Wan Kok, Hong Kong",Hong Kong,"22.3737793,114.1098416","DeepCore Network hacking group is allegedly selling unauthorized web shell access to ABL Freight Logistics Sdn. Bhd, according to a local source."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Industry Threats - Industrials & Manufacturing, ESDc - Industry Threats - Transportation, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",5313137194609709235323-1781830260257-1,"Alleged Sale of Web Shell Access to Top Link Logistic
 The group claims to be selling unauthorized web shell access to Top Link logistics.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,DeepCore Network hacking group allegedly selling unauthorized web shell access to Top Link Logistics: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Industrials & Manufacturing - Industry Threats, + Cyber - Transportation - Industry Threats, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"15929 E Valley Blvd #1008, City of Industry, CA 91745, USA",United States of America,"34.016811,-117.9535582","DeepCore Network hacking group is allegedly selling unauthorized web shell access to Top Link Logistics, according to a local source."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",084714476615965606263-1781832184803-1,"Alleged Sale of Unauthorized Web Shell Access to Resotec Sdn. Bhd
 The group claims to be selling unauthorized web shell access to Resotec Sdn. Bhd.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,Notrasec Team hacking group allegedly selling unauthorized web shell access to Resotec Sdn. Bhd: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"8, Jalan PJS 3/34, Pjs 3, 46150 Petaling Jaya, Selangor, Malaysia",Malaysia,"3.0750137,101.6436751","Notrasec Team hacking group is allegedly selling unauthorized web shell access to Resotec Sdn. Bhd, according to a local source."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",1786806488843151484-1781832416864-1,"Alleged Sale of Unauthorized Web Shell Access to solidxpress.com.my
 The group claims to be selling unauthorized web shell access to solidxpress.com.my
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,DeepCore Network hacking group allegedly selling unauthorized web shell access to solidxpress.com.my: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"9, Lorong Batu Nilam 3f, Bandar Bukit Tinggi 1, 41200 Klang, Selangor, Malaysia",Malaysia,"3.0100026,101.4367679","DeepCore Network hacking group is allegedly selling unauthorized web shell access to solidxpress.com.my, according to a local source."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",86345652647988204587-1781825086656-1,"Alleged Sale of Unauthorized Web Shell Access to Offspring Inc
 The group claims to be selling unauthorized web shell access to Offspring Inc.
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,DeepCore Network hacking group allegedly selling unauthorized web shell access to Offspring Inc: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",Malaysia,"3.1015596,101.5993105","DeepCore Network hacking group is allegedly selling unauthorized web shell access to Offspring Inc, according to a local source."
"ESDC - Cyber - Hacking Services, ESDC - Cyber - Remote Access & Management Systems, ESDC - Initial Access Threats 2, ESDc - Cyber - Deep & Dark Web Exposure, ESDc - Cyber - Hacktivists 2, ESDc - Cyber - Hacktivists 3, ESDc - Cyber - Malware 3, ESDc - Initial Access Threats, ESDc - Vendor Vulnerabilities",884862573403907942598-1781832649129-1,"Alleged Sale of Unauthorized Web Shell Access to sunori.my
 The group claims to be selling unauthorized web shell access to sunori.my
Event Category: Initial Access",https://t.me/DeepCoreNetwork/425,DeepCore Network hacking group allegedly selling unauthorized web shell access to sunori.my: Local Source.,"+ Cyber - Deep & Dark Web Exposure, + Cyber - Vendor Vulnerabilities, Cyber - Hacking Services - Illicit Sales and Services, Cyber - Hacktivists - Threat Actors, Cyber - Initial Access Threats, Cyber - Malware - Attack Vector, Cyber - Remote Access & Management Systems - Vulnerabilities",3,Local Urgent,,dgm_falconfeeds_alert,tg,chatter,No,"19 San Li Tun Lu, 使馆区 Chao Yang Qu, Bei Jing Shi, China, 100600",China,"39.935886,116.455419","DeepCore Network hacking group is allegedly selling unauthorized web shell access to sunori.my, according to a local source."
