dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Floods, ESDC - Weather Advisories",1625529171-1781815106000-3,Flash Flood Warning for Escambia and Santa Rosa County in FL until 7:45pm Thursday.,https://twitter.com/rzweather/status/2067708539918061826,"Flash Flood Warning issued for Escambia and Santa Rosa counties, FL until 19:45: Blog.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,uf_us_mds_pas_revision,twitter,blog,No,"Santa Rosa County, FL, USA",United States of America,"30.7689907,-86.9824288",A Flash Flood Warning has been issued for Escambia and Santa Rosa counties in FL until 19:45.
"ESDC - Floods, ESDC - Weather Advisories",880425343-1781807960000-3,"Flood Watch for Hancock, Hawkins, Sullivan & Others until 2 AM EDT Fri. Flooding from excessive rainfall possible; excessive runoff may flood creeks/low areas. Avoid flooded roads and move to higher ground if flooding starts.",https://twitter.com/FirstWarnTRI/status/2067678566410522628,"Flood Watch issued until 02:00 on June 19 for Hancock, Hawkins, Sullivan, and surrounding Counties, TN: Blog Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,uf_us_mds_pas_revision,twitter,blog,No,"Hawkins County, TN, USA",United States of America,"36.4445545,-82.9501558","A Flood Watch is in effect until 02:00 on June 19 for Hancock, Hawkins, Sullivan, and surrounding Counties in Tennessee."
"ESDC - Floods, ESDC - Weather Advisories",381301404153043553-1781853309669-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 19/06/2026; Water Level: 210.13; Normal: 111.9; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",74589508758701787671-1781770200000-1,"Flood Advisory issued June 18 at 4:10AM EDT until June 18 at 6:00AM EDT by NWS Indianapolis IN
Warren, IN
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Warren County, IN from June 18 at 04:10 EDT until June 18 at 06:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Warren County, IN area",United States of America,"40.445,-87.25","A Flood Advisory was issued for areas near Warren County, IN from June 18 at 04:10 EDT until June 18 at 06:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",1490122035-1781788802000-3,"Flash Flood Warning including Stanton KY, Irvine KY and  Clay City KY until 12:00 PM EDT",https://twitter.com/nwsjacksonky/status/2067598210986651945,"Flash Flood Warning issued until 12:00 for Stanton, Irvine, and Clay City, KY: Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,uf_us_mds_pas_revision,twitter,gov,No,"Stanton, KY 40380, USA",United States of America,"37.8456373,-83.8582525","A Flash Flood Warning has been issued for Stanton, Irvine, and Clay City, KY, until 12:00."
"ESDC - Floods, ESDC - Weather Advisories",3048055715501951605248-1781803500000-1,"Flood Advisory issued June 18 at 12:25PM CDT until June 18 at 3:30PM CDT by NWS Mobile AL
Escambia, AL; Santa Rosa, FL
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Santa Rosa County, FL and Escambia County, AL from June 18 at 12:25 CDT until June 18 at 15:30 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Santa Rosa County, FL area",United States of America,"31.01,-87.005","A Flood Advisory has been issued for areas near Santa Rosa County, FL and Escambia County, AL from June 18 at 12:25 CDT until June 18 at 15:30 CDT."
"ESDC - Floods, ESDC - Weather Advisories",97925152-1781835204000-3,"Flash Flood Warning including Dothan AL, Ozark AL and  Daleville AL until 12:15 AM CDT",https://twitter.com/NWSFlashFlood/status/2067792836901105753,"Flash Flood Warning issued for Dothan, Ozark, and Daleville, AL until 00:15: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Dothan, AL, USA",United States of America,"31.2233594,-85.389326","A Flash Flood Warning has been issued for Dothan, Ozark, and Daleville, AL until 00:15."
"ESDC - Floods, ESDC - Weather Advisories",9974452571812735635193-1781831280000-1,"Flood Warning issued June 18 at 8:08PM CDT by NWS Lake Charles LA
Calcasieu, LA
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Calcasieu Parish, LA on June 18 at 20:08 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Calcasieu Parish, LA area",United States of America,"30.236222222,-93.192333333","A Flood Warning was issued for areas near Calcasieu Parish, LA on June 18 at 20:08 CDT."
"ESDC - Floods, ESDC - Weather Advisories",1725755154-1781813611000-3,الإنذار الأصفر - #منطقة_مكة_المكرمة - #العرضيات    للتفاصيل  https://t.co/RmfzE6Tbon   #الإنذار_المبكر #طقس_السعودية #المركز_الوطني_للأرصاد,http://www.ncm.gov.sa/ar/alert/pages/MapDetail.aspx?AlertId=81128&VId=1.0,"Yellow Alert issued for flooding in Al-Ardiyat, Saudi Arabia: Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,Yellow Alert #Mecca_Region #Floors For details https://t.co/RmfzE6Tbon #Early_Warning #Saudi_Arabia_Weather #National_Meteorological_Center ,uf_gulf_mds_pas_revision_lowthreshold,saudi national center for meteorology,gov,No,Al Ardiyat Saudi Arabia,Saudi Arabia,"19.5088554,41.6809724","A Yellow Alert has been issued for flooding in Al-Ardiyat, Saudi Arabia."
"ESDC - Floods, ESDC - Weather Advisories",1673553580-1781768179000-3,"Flash Flood Warning including Orleans IN, Campbellsburg IN and  Little York IN until 6:00 AM EDT",https://twitter.com/NWSFlashFlood/status/2067511710785683682,"Flash Flood Warning issued for areas, including Orleans, Campbellsburg, and Little York, IN until 06:00: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Campbellsburg, IN, USA",United States of America,"38.6514444,-86.2610944","A Flash Flood Warning has been issued for areas including Orleans, Campbellsburg, and Little York, IN, effective until 06:00."
"ESDC - Floods, ESDC - Weather Advisories",207471579495466575454-1781853900000-1,"Flood Advisory issued June 19 at 1:25AM MDT until June 19 at 3:30AM MDT by NWS El Paso Tx/Santa Teresa NM
El Paso, TX
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near El Paso County, TX from June 19 at 01:25 MDT until June 19 at 03:30 MDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"El Paso County, TX area",United States of America,"31.765,-106.19","A Flood Advisory has been issued for areas near El Paso County, TX, effective from June 19 at 01:25 MDT until June 19 at 03:30 MDT."
"ESDC - Floods, ESDC - Weather Advisories",433756567983011355343757-1781832480000-1,"Flood Warning issued June 18 at 8:28PM CDT until June 23 at 9:00AM CDT by NWS Quad Cities IA IL
Benton, IA; Iowa, IA
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Benton County, IA and Iowa County, IA from June 18 at 20:28 CDT until June 23 at 09:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Benton County, IA area",United States of America,"41.84,-92.065","A Flood Warning has been issued for areas near Benton County and Iowa County, IA, effective from June 18, 20:28 CDT to June 23, 09:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",28681201345309163393248-1781808720000-1,"Flash Flood Warning issued June 18 at 2:52PM EDT until June 18 at 6:45PM EDT by NWS Morristown TN
Lee, VA; Scott, VA; Wise, VA; City of Norton, VA
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Wise County, VA, Lee County, VA and Scott County, VA from June 18 at 14:52 EDT until June 18 at 18:45 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Wise County, VA area",United States of America,"36.762826847,-82.805721469","Flash Flood Warning issued for Wise, Lee, and Scott counties, VA, from June 18, 14:52 EDT to June 18, 18:45 EDT."
"ESDC - Floods, ESDC - Weather Advisories",7942424656638198930484395-1781797560000-1,"Flood Advisory issued June 18 at 11:46AM EDT until June 18 at 3:00PM EDT by NWS Jackson KY
Breathitt, KY; Floyd, KY; Knott, KY; Leslie, KY; Letcher, KY; Magoffin, KY; Perry, KY; Pike, KY
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Pike County, KY, Floyd County, KY and Perry County, KY from June 18 at 11:46 EDT until June 18 at 15:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Pike County, KY area",United States of America,"37.3,-82.745","A Flood Advisory was issued for areas near Pike, Floyd, and Perry counties in Kentucky from 11:46 to 15:00 EDT on June 18."
"ESDC - Floods, ESDC - Weather Advisories",6911326247501236289171515-1781766955720-1,"State, WILAYAH PERSEKUTUAN KUALA LUMPUR  Red, Danger; Station name: Sg. Bunus di Kolam Boyan (F2); District: Kuala Lumpur; Main Basin: Sungai Klang (WPKL); Last updated: 18/06/2026; Water Level: 37.94; Normal: 36; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=null&lang=en,"Danger advisory issued due to rising water levels of Bunus River, leading to Klang River in Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sungai Bunus, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Malaysia,"3.188752488,101.718217965","A danger advisory has been issued in Kuala Lumpur, Malaysia, due to rising water levels of the Bunus River, which feeds into the Klang River."
"ESDC - Floods, ESDC - Weather Advisories",7469438840564780908-1781809836268-1,"Type: Damaging Winds Status: Active DAMAGING WINDS,for DAMAGING WINDS,For AREAS ABOVE 1500 METRES: Strong northwesterly winds averaging 50 to 60 km/h with DAMAGING WIND GUSTS around 90 km/h are possible about areas of the Snowy Mountains this morning, temporarily easing mid-morning before redeveloping this afternoon.For ALPINE AREAS ABOVE 1900 METRES: DAMAGING WINDS winds averaging 80 to 90 km/h with peak gusts up to 110 km/h are possible about higher parts of the Snowy Mountains this morning, temporarily easing mid-morning before redeveloping this afternoon.Winds are forecast to ease during this evening.Locations which may be affected include Thredbo Top Station, Thredbo, Perisher Valley and Charlotte Pass.120 km/h wind gust was observed at Thredbo Top Station at 5:32 pm.Sustained 89 km/h winds were recorded a Thredbo Top Station in the 10 minutes around 3:00 pm. What to do: The State Emergency Service advises that people should:* Park your car under secure cover and away from trees, powerlines and drains.* Secure or put away loose items around your house, yard and balcony.* Keep at least 8 metres away from fallen power lines or objects that may be energised, such as fences.* Report fallen power lines to either Ausgrid (131 388), Endeavour Energy (131 003), Essential Energy (132 080) or Evoenergy (131 093) as shown on your power bill.For emergency help in flood and storms, ring the SES on 132 500.Stay updated on the Hazards Near Me NSW app or the ACT ESA website (https://esa.act.gov.au). Weather Conditions: Snowy Mountains Agency ID: IDN21037 Size (Geometry): 1,032 km² Next Issue: The next Severe Weather Warning will be issued by 11:00 am AEST Friday.,Check https://www.bom.gov.au/weather-and-climate/warnings-and-alerts. Warnings are also available through TV and Radio broadcasts or call 1300 659 210. The Bureau and State Emergency Service would appreciate warnings being broadcast regularly. Class: advisory",https://bushfire.io/?location=-36.8221837434/148.2600688999/satellite/0/0,"Flooding advisory issued for area around Snowy Monaro Regional Council, NSW, Australia: Sensor.","+ Floods, + Weather Advisories, Natural Disasters",5,Local Signal,,dgm_aus_bushfire_flood,bushfire.io,sensor,No,"Ingeegoodbee NSW, Australia",Australia,"-36.822183743,148.2600689","A flooding advisory has been issued for the area around Snowy Monaro Regional Council in NSW, Australia, as of 18 June 2026, 19:12:17."
"ESDC - Floods, ESDC - Weather Advisories",2719295924036042581702-1781840769478-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 19/06/2026; Water Level: 209.93; Normal: 111.9; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to receding water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to receding water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",027316964481397502566-1781854211254-1,"State, WILAYAH PERSEKUTUAN KUALA LUMPUR  Red, Danger; Station name: Sg. Bunus di Kolam Boyan (F2); District: Kuala Lumpur; Main Basin: Sungai Klang (WPKL); Last updated: 19/06/2026; Water Level: 38.12; Normal: 36; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=null&lang=en,"Danger advisory issued due to rising water levels of Bunus River, leading to Klang River in Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sungai Bunus, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Malaysia,"3.188752488,101.718217965","A danger advisory has been issued in Kuala Lumpur, Malaysia, due to rising water levels of the Bunus River, which feeds into the Klang River."
"ESDC - Floods, ESDC - Weather Advisories",379985404242903583403532-1781791209223-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 18/06/2026; Water Level: 210.14; Normal: 111.9; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued due to rising water levels of Perak River in Hulu Perak, Perak, Malaysia, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",0419410405281392875501-1781770260000-1,"Flash Flood Warning issued June 18 at 4:11AM EDT until June 18 at 8:15AM EDT by NWS Louisville KY
Clark, IN; Jefferson, IN; Orange, IN; Scott, IN; Washington, IN; Trimble, KY
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Clark County, IN, Jefferson County, IN and Washington County, IN from June 18 at 04:11 EDT until June 18 at 08:15 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Clark County, IN area",United States of America,"38.505,-86.046023622","A Flash Flood Warning was issued for areas near Clark, Jefferson, and Washington counties in IN from June 18, 04:11 EDT to June 18, 08:15 EDT."
"ESDC - Floods, ESDC - Weather Advisories",545335624-1781860671000-3,Flash Flood Warning including Kirkland TX until 5:45 AM CDT,https://twitter.com/NWSLubbock/status/2067899653996126249,"Flash Flood Warning issued until 05:45 for Kirkland, TX: Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,uf_us_mds_pas_revision,twitter,gov,No,"Kirkland, TX 79201, USA",United States of America,"34.3792341,-100.0614955","A Flash Flood Warning has been issued for Kirkland, TX, effective until 05:45."
"ESDC - Floods, ESDC - Weather Advisories",5932648331165971-1781819111606-1,"State, PERAK Red, Danger; Station name: Sg. Perak di K. Kenderong (F2); District: Hulu Perak; Main Basin: Sungai Perak; Last updated: 19/06/2026; Water Level: 210.05; Normal: 111.9; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PRK&lang=en,"Danger advisory issued due to receding water levels of Perak River in Hulu Perak, Perak, Malaysia: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Perak, Malaysia",Malaysia,"4.807294,100.8000051","A danger advisory has been issued in Hulu Perak, Perak, Malaysia, due to receding water levels of the Perak River, according to the Government."
"ESDC - Floods, ESDC - Weather Advisories",752846545982691424248-1781793960000-1,"Flood Warning issued June 18 at 10:46AM EDT until June 18 at 2:00PM EDT by NWS Wilmington OH
Dearborn, IN; Ripley, IN
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Dearborn County, IN and Ripley County, IN from June 18 at 10:46 EDT until June 18 at 14:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Dearborn County, IN area",United States of America,"39.065,-85.125","A Flood Warning was issued for areas near Dearborn and Ripley counties in IN from June 18, 10:46-14:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",8937922725232099168329-1781798520000-1,"Flood Warning issued June 18 at 11:02AM CDT until June 19 at 7:00PM CDT by NWS Lincoln IL
Fulton, IL; Knox, IL
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Knox County, IL and Fulton County, IL from June 18 at 11:02 CDT until June 19 at 19:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Knox County, IL area",United States of America,"40.69,-90.24","A Flood Warning has been issued for areas near Knox County, IL and Fulton County, IL from June 18 at 11:02 CDT until June 19 at 19:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",576012576803399694-1781815560000-1,"Flood Advisory issued June 18 at 4:46PM EDT until June 18 at 7:45PM EDT by NWS Jackson KY
Bell, KY; Harlan, KY
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Harlan County, KY and Bell County, KY from June 18 at 16:46 EDT until June 18 at 19:45 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Harlan County, KY area",United States of America,"36.806448141,-83.313943249","A Flood Advisory was issued for areas near Harlan County, KY and Bell County, KY from June 18 at 16:46 EDT until June 18 at 19:45 EDT."
"ESDC - Floods, ESDC - Weather Advisories",41652231155930759720684-1781833500000-1,"Flood Warning issued June 18 at 8:45PM CDT until June 23 at 7:00PM CDT by NWS Jackson MS
Clarke, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Clarke County, MS from June 18 at 20:45 CDT until June 23 at 19:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Clarke County, MS area",United States of America,"32.105,-88.79","A Flood Warning has been issued for areas near Clarke County, MS from June 18, 20:45 CDT to June 23, 19:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",73377907534347638-1781853720000-1,"Flood Advisory issued June 19 at 2:22AM CDT until June 19 at 5:30AM CDT by NWS San Angelo TX
Throckmorton, TX
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Throckmorton County, TX from June 19 at 02:22 CDT until June 19 at 05:30 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Throckmorton County, TX area",United States of America,"33.27,-99.18","A Flood Advisory has been issued for areas near Throckmorton County, TX, effective from June 19 at 02:22 CDT until June 19 at 05:30 CDT."
"ESDC - Floods, ESDC - Weather Advisories",1217923758-1781814804000-3,"Flood Warning for Hancock, Harrison, and Pearl River County in MS until 6:30pm Thursday. #WeatherAuthority",https://twitter.com/WXXV25/status/2067707273938637271,"Flood Warning issued for Hancock County, Harrison County, and Pearl River County, MS until 18:30: Local News Outlet.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,localnews,No,"Pearl River County, MS, USA",United States of America,"30.8034081,-89.6251646","A Flood Warning has been issued for Hancock, Harrison, and Pearl River counties in MS until 18:30."
"ESDC - Floods, ESDC - Weather Advisories",21262584355446637775-1781798220000-1,"Flood Warning issued June 18 at 10:57AM CDT by NWS Lincoln IL
Peoria, IL; Tazewell, IL; Woodford, IL
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Peoria County, IL, Tazewell County, IL and Woodford County, IL on June 18 at 10:57 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Peoria County, IL area",United States of America,"40.73,-89.645","A Flood Warning has been issued for areas near Peoria, Tazewell, and Woodford counties in IL, effective June 18 at 10:57 CDT."
"ESDC - Floods, ESDC - Weather Advisories",26757950122028128-1781808060000-1,"Flood Advisory issued June 18 at 1:41PM CDT until June 18 at 7:30PM CDT by NWS Louisville KY
Breckinridge, KY; Grayson, KY; Hardin, KY; Hart, KY; Larue, KY; Nelson, KY; Ohio, KY
Minor",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Advisory,"Flood Advisory issued for areas near Hardin County, KY, Nelson County, KY and Grayson County, KY from June 18 at 13:41 CDT until June 18 at 19:30 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",6,Hyperspecific,,us_nws_weather_polygon,us national weather service,gov,No,"Hardin County, KY area",United States of America,"37.405,-86.305","A Flood Advisory has been issued for areas near Hardin, Nelson, and Grayson counties in Kentucky from June 18, 13:41 CDT to June 18, 19:30 CDT."
"ESDC - Floods, ESDC - Weather Advisories",3073347958813093956056-1781847000000-1,"Flood Watch issued June 19 at 1:30AM EDT until June 20 at 2:00AM EDT by NWS Tallahassee FL
Coffee; Dale; Henry; Geneva; Houston; North Walton; Central Walton; Holmes; Washington; Jackson; Inland Bay; Calhoun; South Walton; Coastal Bay; Quitman; Clay; Randolph; Calhoun; Terrell; Dougherty; Lee; Worth; Turner; Early; Miller; Baker; Mitchell; Seminole; Decatur
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Watch,"Flood Watch issued for areas near Bay County, FL, Houston County, AL and Dougherty County, GA from June 19 at 01:30 EDT until June 20 at 02:00 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Bay County, FL area",United States of America,"31.1128815,-84.93742365","A Flood Watch has been issued for areas near Bay County, FL, Houston County, AL, and Dougherty County, GA, effective from June 19, 01:30 EDT to June 20, 02:00 EDT."
"ESDC - Floods, ESDC - Weather Advisories",87087057582664367-1781775480000-1,"Flood Warning issued June 18 at 5:38AM EDT until June 22 at 12:18AM EDT by NWS Indianapolis IN
Daviess, IN; Greene, IN; Knox, IN
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Knox County, IN, Greene County, IN and Daviess County, IN from June 18 at 05:38 EDT until June 22 at 00:18 EDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Knox County, IN area",United States of America,"39.063846154,-86.95","A Flood Warning has been issued for areas near Knox, Greene, and Daviess counties in IN from June 18, 05:38 EDT to June 22, 00:18 EDT."
"ESDC - Floods, ESDC - Weather Advisories",866058717688987627-1781832240000-1,"Flood Warning issued June 18 at 8:24PM CDT by NWS New Orleans LA
Washington, LA; Pearl River, MS
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flood%20Warning,"Flood Warning issued for areas near Pearl River County, MS and Washington Parish, LA on June 18 at 20:24 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Pearl River County, MS area",United States of America,"30.835,-89.795","A Flood Warning was issued for areas near Pearl River County, MS and Washington Parish, LA on June 18 at 20:24 CDT."
"ESDC - Floods, ESDC - Weather Advisories",4704778655343261385-1781809620000-1,"Flash Flood Warning issued June 18 at 2:07PM CDT until June 18 at 8:00PM CDT by NWS Mobile AL
Baldwin, AL; Clarke, AL; Conecuh, AL; Escambia, AL; Mobile, AL; Monroe, AL; Washington, AL; Escambia, FL
Severe",https://forecast.weather.gov/wwamap/wwatxtget.php?cwa=usa&wwa=Flash%20Flood%20Warning,"Flash Flood Warning issued for areas near Mobile County, AL, Escambia County, FL and Baldwin County, AL from June 18 at 14:07 CDT until June 18 at 20:00 CDT: Government.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal,,us_nws_weather_polygon,us national weather service,gov,No,"Mobile County, AL area",United States of America,"30.965,-87.835","A Flash Flood Warning has been issued for areas near Mobile County, AL, Escambia County, FL, and Baldwin County, AL, effective from June 18 at 14:07 CDT until June 18 at 20:00 CDT."
"ESDC - Floods, ESDC - Weather Advisories",2093927063-1781768847000-3,"Flash Flood Warning including Athens OH, Nelsonville OH and  The Plains OH until 7:15 AM EDT",https://twitter.com/NWSFlashFlood/status/2067514516494033009,"Flash Flood Warning issued for areas, including Athens, Nelsonville, and The Plains, OH until 07:15: NWS Flash Flood, Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",3,Local Urgent,,,twitter,gov,No,"Athens, OH, USA",United States of America,"39.3292396,-82.1012554","A Flash Flood Warning has been issued for areas including Athens, Nelsonville, and The Plains, OH, until 07:15."
"ESDC - Floods, ESDC - Weather Advisories",28465221175549020711781814369383-1781814369383-1,"الإنذار الأصفر - #منطقة_مكة_المكرمة - #العرضيات  
",https://t.co/RmfzE6Tbon,"Yellow Alert issued for flooding in Al-Ardiyat, Saudi Arabia: Government Photo.","+ Floods, + Weather Advisories, Natural Disasters",4,Signal," #Mecca_Region #Floors ",,acodk,corp,No,Al Ardiyat Saudi Arabia,Saudi Arabia,"19.5088554,41.6809724","A Yellow Alert has been issued for flooding in Al-Ardiyat, Saudi Arabia."
